common_name	pathway	main_function	main_function_two	pval	padj	log2err	ES	NES	size	leadingEdge	DoseComparison	Cluster
DDX58/IFIH1-mediated induction of interferon-alpha/beta	REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA	Innate Immune System	None	0.916326530612245	0.953919413919414	0.0506004243853618	-0.547619047619048	-0.729898111493283	1	IRF3	6Gy_vs_0Gy	1
Developmental Biology	REACTOME_DEVELOPMENTAL_BIOLOGY	Other	None	0.354573484069887	0.738364055299539	0.0629394692018967	0.379173896279159	1.07573832817355	17	MYB, LHX9, HOXA2, MITF, ZNF467	6Gy_vs_0Gy	1
Diseases of mitotic cell cycle	REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE	Other	None	0.140077821011673	0.548131868131868	0.16440575583821	0.93452380952381	1.24877511783676	1	E2F3	6Gy_vs_0Gy	1
Diseases of signal transduction by growth factor receptors and second messengers	REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS	Other	None	0.0840840840840841	0.548131868131868	0.188204146308491	0.848193722445219	1.36684393959625	2	STAT1	6Gy_vs_0Gy	1
Downregulation of SMAD2/3:SMAD4 transcriptional activity	REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY	Gene Expression(Transcription)	Signal Transduction	0.107003891050584	0.548131868131868	0.190023305279108	0.958333333333333	1.28059104440585	1	STAT1	6Gy_vs_0Gy	1
Downstream signaling events of B Cell Receptor (BCR)	REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	Adaptive Immune System	None	0.73265306122449	0.947209868095944	0.0610363728309177	-0.642857142857143	-0.856836913492115	1	NFATC2	6Gy_vs_0Gy	1
Downstream signal transduction	REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	Signal Transduction	None	0.133633633633634	0.548131868131868	0.14641623786055	0.790419161676647	1.27374161384253	2	STAT1, STAT6	6Gy_vs_0Gy	1
EGR2 and SOX10-mediated initiation of Schwann cell myelination	REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION	Other	None	0.310204081632653	0.723320071700258	0.107972360317345	-0.845238095238095	-1.12658186773963	1	TEAD1	6Gy_vs_0Gy	1
ESR-mediated signaling	REACTOME_ESR_MEDIATED_SIGNALING	Signal Transduction	None	0.126126126126126	0.548131868131868	0.151148761385484	0.805606178946455	1.29821512969918	2	MYB	6Gy_vs_0Gy	1
Estrogen-dependent gene expression	REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION	Signal Transduction	None	0.126126126126126	0.548131868131868	0.151148761385484	0.805606178946455	1.29821512969918	2	MYB	6Gy_vs_0Gy	1
Evasion by RSV of host interferon responses	REACTOME_EVASION_BY_RSV_OF_HOST_INTERFERON_RESPONSES	Other	None	0.916326530612245	0.953919413919414	0.0506004243853618	-0.547619047619048	-0.729898111493283	1	IRF3	6Gy_vs_0Gy	1
Factors involved in megakaryocyte development and platelet production	REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	Other	None	0.269125683060109	0.723320071700258	0.0922597260527354	0.623189386760525	1.11742076352894	3	MYB	6Gy_vs_0Gy	1
FCERI mediated Ca+2 mobilization	REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION	Innate Immune System	None	0.73265306122449	0.947209868095944	0.0610363728309177	-0.642857142857143	-0.856836913492115	1	NFATC2	6Gy_vs_0Gy	1
Fc epsilon receptor (FCERI) signaling	REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	Innate Immune System	None	0.73265306122449	0.947209868095944	0.0610363728309177	-0.642857142857143	-0.856836913492115	1	NFATC2	6Gy_vs_0Gy	1
FGFR1 mutant receptor activation	REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION	Other	None	0.107003891050584	0.548131868131868	0.190023305279108	0.958333333333333	1.28059104440585	1	STAT1	6Gy_vs_0Gy	1
Formation of axial mesoderm	REACTOME_FORMATION_OF_AXIAL_MESODERM	Differentiation	None	0.312865497076023	0.723320071700258	0.132147260608774	-0.688622754491018	-1.13894455577822	2	TEAD4, TEAD2	6Gy_vs_0Gy	1
Formation of the anterior neural plate	REACTOME_FORMATION_OF_THE_ANTERIOR_NEURAL_PLATE	Differentiation	None	0.285714285714286	0.723320071700258	0.11331290842208	-0.857142857142857	-1.14244921798949	1	SOX1	6Gy_vs_0Gy	1
Formation of the beta-catenin:TCF transactivating complex	REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX	Signal Transduction	None	0.953307392996109	0.957494407158837	0.0466015072985992	0.523809523809524	0.69995038451997	1	TCF4	6Gy_vs_0Gy	1
Formation of the posterior neural plate	REACTOME_FORMATION_OF_THE_POSTERIOR_NEURAL_PLATE	Differentiation	None	0.285714285714286	0.723320071700258	0.11331290842208	-0.857142857142857	-1.14244921798949	1	SOX1	6Gy_vs_0Gy	1
G2 Phase	REACTOME_G2_PHASE	Other	None	0.140077821011673	0.548131868131868	0.16440575583821	0.93452380952381	1.24877511783676	1	E2F3	6Gy_vs_0Gy	1
Gastrulation	REACTOME_GASTRULATION	Other	None	0.237139272271016	0.668601003764115	0.0946646223153342	0.591804162622668	1.17452966888204	4	MYB	6Gy_vs_0Gy	1
Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation	REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION	Cytokine Signalling Immune System	None	0.879377431906615	0.953919413919414	0.0502948063662358	0.56547619047619	0.755628256015876	1	STAT4	6Gy_vs_0Gy	1
Growth hormone receptor signaling	REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	Cytokine Signalling Immune System	None	0.107003891050584	0.548131868131868	0.190023305279108	0.958333333333333	1.28059104440585	1	STAT1	6Gy_vs_0Gy	1
Heme signaling	REACTOME_HEME_SIGNALING	Cellular Response to Stress	None	0.175510204081633	0.548131868131868	0.149207542435322	-0.916666666666667	-1.22178596923876	1	NFE2L2	6Gy_vs_0Gy	1
Hemostasis	REACTOME_HEMOSTASIS	Other	None	0.269125683060109	0.723320071700258	0.0922597260527354	0.623189386760525	1.11742076352894	3	MYB	6Gy_vs_0Gy	1
Inactivation of CSF3 (G-CSF) signaling	REACTOME_INACTIVATION_OF_CSF3_G_CSF_SIGNALING	Cytokine Signalling Immune System	None	0.107003891050584	0.548131868131868	0.190023305279108	0.958333333333333	1.28059104440585	1	STAT1	6Gy_vs_0Gy	1
Infectious disease	REACTOME_INFECTIOUS_DISEASE	Other	None	0.441656210790464	0.738364055299539	0.0619762736001998	0.510476781466543	1.01312252088728	4	STAT1	6Gy_vs_0Gy	1
Innate Immune System	REACTOME_INNATE_IMMUNE_SYSTEM	Other	None	0.950819672131147	0.957494407158837	0.0302041948644786	0.36144578313253	0.648096760860707	3	STAT6, IRF3, NFATC2	6Gy_vs_0Gy	1
Interferon alpha/beta signaling	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	Cytokine Signalling Immune System	None	0.792857142857143	0.953919413919414	0.0323604297137014	0.371639323810118	0.790085957123529	5	STAT1	6Gy_vs_0Gy	1
Interferon gamma signaling	REACTOME_INTERFERON_GAMMA_SIGNALING	Cytokine Signalling Immune System	None	0.792857142857143	0.953919413919414	0.0323604297137014	0.371639323810118	0.790085957123529	5	STAT1	6Gy_vs_0Gy	1
Interferon Signaling	REACTOME_INTERFERON_SIGNALING	Cytokine Signalling Immune System	None	0.792857142857143	0.953919413919414	0.0323604297137014	0.371639323810118	0.790085957123529	5	STAT1	6Gy_vs_0Gy	1
Interleukin-12 family signaling	REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING	Cytokine Signalling Immune System	None	0.575075075075075	0.839857843454966	0.0579754757571486	0.585990809079515	0.944310202792344	2	STAT1	6Gy_vs_0Gy	1
Interleukin-12 signaling	REACTOME_INTERLEUKIN_12_SIGNALING	Cytokine Signalling Immune System	None	0.879377431906615	0.953919413919414	0.0502948063662358	0.56547619047619	0.755628256015876	1	STAT4	6Gy_vs_0Gy	1
Interleukin-20 family signaling	REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING	Cytokine Signalling Immune System	None	0.575075075075075	0.839857843454966	0.0579754757571486	0.585990809079515	0.944310202792344	2	STAT1	6Gy_vs_0Gy	1
Interleukin-21 signaling	REACTOME_INTERLEUKIN_21_SIGNALING	Cytokine Signalling Immune System	None	0.575075075075075	0.839857843454966	0.0579754757571486	0.585990809079515	0.944310202792344	2	STAT1	6Gy_vs_0Gy	1
Interleukin-23 signaling	REACTOME_INTERLEUKIN_23_SIGNALING	Cytokine Signalling Immune System	None	0.879377431906615	0.953919413919414	0.0502948063662358	0.56547619047619	0.755628256015876	1	STAT4	6Gy_vs_0Gy	1
Interleukin-27 signaling	REACTOME_INTERLEUKIN_27_SIGNALING	Cytokine Signalling Immune System	None	0.107003891050584	0.548131868131868	0.190023305279108	0.958333333333333	1.28059104440585	1	STAT1	6Gy_vs_0Gy	1
Interleukin-2 family signaling	REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING	Cytokine Signalling Immune System	None	0.575075075075075	0.839857843454966	0.0579754757571486	0.585990809079515	0.944310202792344	2	STAT1	6Gy_vs_0Gy	1
Interleukin-35 Signalling	REACTOME_INTERLEUKIN_35_SIGNALLING	Cytokine Signalling Immune System	None	0.575075075075075	0.839857843454966	0.0579754757571486	0.585990809079515	0.944310202792344	2	STAT1	6Gy_vs_0Gy	1
Interleukin-4 and Interleukin-13 signaling	REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	Cytokine Signalling Immune System	None	0.0669398907103825	0.548131868131868	0.20207170902116	0.769223071688748	1.37926904782288	3	STAT1, STAT6	6Gy_vs_0Gy	1
Interleukin-6 family signaling	REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING	Cytokine Signalling Immune System	None	0.107003891050584	0.548131868131868	0.190023305279108	0.958333333333333	1.28059104440585	1	STAT1	6Gy_vs_0Gy	1
Interleukin-6 signaling	REACTOME_INTERLEUKIN_6_SIGNALING	Cytokine Signalling Immune System	None	0.107003891050584	0.548131868131868	0.190023305279108	0.958333333333333	1.28059104440585	1	STAT1	6Gy_vs_0Gy	1
Interleukin-9 signaling	REACTOME_INTERLEUKIN_9_SIGNALING	Cytokine Signalling Immune System	None	0.107003891050584	0.548131868131868	0.190023305279108	0.958333333333333	1.28059104440585	1	STAT1	6Gy_vs_0Gy	1
IRF3 mediated activation of type 1 IFN	REACTOME_IRF3_MEDIATED_ACTIVATION_OF_TYPE_1_IFN	Innate Immune System	None	0.916326530612245	0.953919413919414	0.0506004243853618	-0.547619047619048	-0.729898111493283	1	IRF3	6Gy_vs_0Gy	1
IRF3-mediated induction of type I IFN	REACTOME_IRF3_MEDIATED_INDUCTION_OF_TYPE_I_IFN	Innate Immune System	None	0.916326530612245	0.953919413919414	0.0506004243853618	-0.547619047619048	-0.729898111493283	1	IRF3	6Gy_vs_0Gy	1
ISG15 antiviral mechanism	REACTOME_ISG15_ANTIVIRAL_MECHANISM	Cytokine Signalling Immune System	None	0.435435435435435	0.738364055299539	0.0714786287425507	0.635908100117756	1.02475072590773	2	STAT1	6Gy_vs_0Gy	1
KEAP1-NFE2L2 pathway	REACTOME_KEAP1_NFE2L2_PATHWAY	Cellular Response to Stress	None	0.175510204081633	0.548131868131868	0.149207542435322	-0.916666666666667	-1.22178596923876	1	NFE2L2	6Gy_vs_0Gy	1
Kidney development	REACTOME_KIDNEY_DEVELOPMENT	Other	None	0.297959183673469	0.723320071700258	0.110564716336619	-0.851190476190476	-1.13451554286456	1	WT1	6Gy_vs_0Gy	1
LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production	REACTOME_LRR_FLII_INTERACTING_PROTEIN_1_LRRFIP1_ACTIVATES_TYPE_I_IFN_PRODUCTION	Innate Immune System	None	0.916326530612245	0.953919413919414	0.0506004243853618	-0.547619047619048	-0.729898111493283	1	IRF3	6Gy_vs_0Gy	1
MAPK6/MAPK4 signaling	REACTOME_MAPK6_MAPK4_SIGNALING	Signal Transduction	None	0.698443579766537	0.947209868095944	0.0610363728309177	0.648809523809524	0.86698399900769	1	ETV4	6Gy_vs_0Gy	1
MAPK family signaling cascades	REACTOME_MAPK_FAMILY_SIGNALING_CASCADES	Signal Transduction	None	0.806306306306306	0.953919413919414	0.0424170054438747	0.492860432980193	0.794232824482227	2	ETV4	6Gy_vs_0Gy	1
Maternal to zygotic transition (MZT)	REACTOME_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT	Other	None	0.393877551020408	0.738364055299539	0.0934449219410994	-0.803571428571429	-1.07104614186514	1	TEAD4	6Gy_vs_0Gy	1
MITF-M-dependent gene expression	REACTOME_MITF_M_DEPENDENT_GENE_EXPRESSION	Other	None	0.317120622568093	0.723320071700258	0.103576326612592	0.845238095238095	1.12946539320268	1	MITF	6Gy_vs_0Gy	1
MITF-M-regulated melanocyte development	REACTOME_MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT	Other	None	0.317120622568093	0.723320071700258	0.103576326612592	0.845238095238095	1.12946539320268	1	MITF	6Gy_vs_0Gy	1
Mitochondrial biogenesis	REACTOME_MITOCHONDRIAL_BIOGENESIS	Other	None	0.643968871595331	0.901556420233463	0.0649407684612899	0.672619047619048	0.898799925576779	1	GABPA	6Gy_vs_0Gy	1
Mitotic G1 phase and G1/S transition	REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION	Other	None	0.140077821011673	0.548131868131868	0.16440575583821	0.93452380952381	1.24877511783676	1	E2F3	6Gy_vs_0Gy	1
Mitotic G2-G2/M phases	REACTOME_MITOTIC_G2_G2_M_PHASES	Other	None	0.140077821011673	0.548131868131868	0.16440575583821	0.93452380952381	1.24877511783676	1	E2F3	6Gy_vs_0Gy	1
MyD88-independent TLR4 cascade 	REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE	Other	None	0.916326530612245	0.953919413919414	0.0506004243853618	-0.547619047619048	-0.729898111493283	1	IRF3	6Gy_vs_0Gy	1
Myogenesis	REACTOME_MYOGENESIS	Other	None	0.953307392996109	0.957494407158837	0.0466015072985992	0.523809523809524	0.69995038451997	1	TCF4	6Gy_vs_0Gy	1
Neddylation	REACTOME_NEDDYLATION	Metabolism of Proteins	None	0.175510204081633	0.548131868131868	0.149207542435322	-0.916666666666667	-1.22178596923876	1	NFE2L2	6Gy_vs_0Gy	1
Negative regulators of DDX58/IFIH1 signaling	REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING	Innate Immune System	None	0.916326530612245	0.953919413919414	0.0506004243853618	-0.547619047619048	-0.729898111493283	1	IRF3	6Gy_vs_0Gy	1
Nephron development	REACTOME_NEPHRON_DEVELOPMENT	Other	None	0.297959183673469	0.723320071700258	0.110564716336619	-0.851190476190476	-1.13451554286456	1	WT1	6Gy_vs_0Gy	1
Nervous system development	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	Other	None	0.0037692949895336	0.255055627625112	0.431707695803346	0.906508716429966	1.62543150377505	3	LHX9, HOXA2	6Gy_vs_0Gy	1
NFE2L2 regulates pentose phosphate pathway genes	REACTOME_NFE2L2_REGULATES_PENTOSE_PHOSPHATE_PATHWAY_GENES	Cellular Response to Stress	None	0.175510204081633	0.548131868131868	0.149207542435322	-0.916666666666667	-1.22178596923876	1	NFE2L2	6Gy_vs_0Gy	1
NFE2L2 regulating anti-oxidant/detoxification enzymes	REACTOME_NFE2L2_REGULATING_ANTI_OXIDANT_DETOXIFICATION_ENZYMES	Cellular Response to Stress	None	0.175510204081633	0.548131868131868	0.149207542435322	-0.916666666666667	-1.22178596923876	1	NFE2L2	6Gy_vs_0Gy	1
NFE2L2 regulating ER-stress associated genes	REACTOME_NFE2L2_REGULATING_ER_STRESS_ASSOCIATED_GENES	Cellular Response to Stress	None	0.175510204081633	0.548131868131868	0.149207542435322	-0.916666666666667	-1.22178596923876	1	NFE2L2	6Gy_vs_0Gy	1
NFE2L2 regulating inflammation associated genes	REACTOME_NFE2L2_REGULATING_INFLAMMATION_ASSOCIATED_GENES	Cellular Response to Stress	None	0.175510204081633	0.548131868131868	0.149207542435322	-0.916666666666667	-1.22178596923876	1	NFE2L2	6Gy_vs_0Gy	1
NFE2L2 regulating MDR associated enzymes	REACTOME_NFE2L2_REGULATING_MDR_ASSOCIATED_ENZYMES	Cellular Response to Stress	None	0.175510204081633	0.548131868131868	0.149207542435322	-0.916666666666667	-1.22178596923876	1	NFE2L2	6Gy_vs_0Gy	1
NFE2L2 regulating tumorigenic genes	REACTOME_NFE2L2_REGULATING_TUMORIGENIC_GENES	Cellular Response to Stress	None	0.175510204081633	0.548131868131868	0.149207542435322	-0.916666666666667	-1.22178596923876	1	NFE2L2	6Gy_vs_0Gy	1
NOTCH3 Intracellular Domain Regulates Transcription	REACTOME_NOTCH3_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	Signal Transduction	None	0.107003891050584	0.548131868131868	0.190023305279108	0.958333333333333	1.28059104440585	1	STAT1	6Gy_vs_0Gy	1
Nuclear events mediated by NFE2L2	REACTOME_NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2	Cellular Response to Stress	None	0.175510204081633	0.548131868131868	0.149207542435322	-0.916666666666667	-1.22178596923876	1	NFE2L2	6Gy_vs_0Gy	1
Olfactory Signaling Pathway	REACTOME_OLFACTORY_SIGNALING_PATHWAY	Other	None	0.86734693877551	0.953919413919414	0.0531298054705469	-0.577380952380952	-0.769566487117918	1	EBF1	6Gy_vs_0Gy	1
Oncogene Induced Senescence	REACTOME_ONCOGENE_INDUCED_SENESCENCE	Cellular Response to Stress	None	0.481981981981982	0.770412144427893	0.066436413766281	0.61811442050963	0.99607663590696	2	E2F3	6Gy_vs_0Gy	1
Oncogenic MAPK signaling	REACTOME_ONCOGENIC_MAPK_SIGNALING	Other	None	0.236734693877551	0.668601003764115	0.126253987849115	-0.886904761904762	-1.18211759361412	1	NF1	6Gy_vs_0Gy	1
Organelle biogenesis and maintenance	REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE	Other	None	0.643968871595331	0.901556420233463	0.0649407684612899	0.672619047619048	0.898799925576779	1	GABPA	6Gy_vs_0Gy	1
Organic cation/anion/zwitterion transport	REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT	Other	None	0.451020408163265	0.738364055299539	0.0857844408075645	-0.773809523809524	-1.03137776624051	1	RUNX1	6Gy_vs_0Gy	1
Organic cation transport	REACTOME_ORGANIC_CATION_TRANSPORT	Other	None	0.451020408163265	0.738364055299539	0.0857844408075645	-0.773809523809524	-1.03137776624051	1	RUNX1	6Gy_vs_0Gy	1
Oxidative Stress Induced Senescence	REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	Cellular Response to Stress	None	0.140077821011673	0.548131868131868	0.16440575583821	0.93452380952381	1.24877511783676	1	E2F3	6Gy_vs_0Gy	1
PKR-mediated signaling	REACTOME_PKR_MEDIATED_SIGNALING	Cytokine Signalling Immune System	None	0.107003891050584	0.548131868131868	0.190023305279108	0.958333333333333	1.28059104440585	1	STAT1	6Gy_vs_0Gy	1
Post-translational protein modification	REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	Metabolism of Proteins	None	0.724043715846995	0.947209868095944	0.0430173196927508	0.476116856807762	0.85370975977094	3	MITF	6Gy_vs_0Gy	1
Potential therapeutics for SARS	REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS	Other	None	0.175510204081633	0.548131868131868	0.149207542435322	-0.916666666666667	-1.22178596923876	1	NFE2L2	6Gy_vs_0Gy	1
Pre-NOTCH Expression and Processing	REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	Signal Transduction	None	0.216216216216216	0.655102864058088	0.11146266692298	0.736162193379738	1.18630780440133	2	E2F3	6Gy_vs_0Gy	1
Programmed Cell Death	REACTOME_PROGRAMMED_CELL_DEATH	Other	None	0.353801169590643	0.738364055299539	0.123257226381337	-0.67065868263473	-1.10923295867096	2	IRF2, IRF1	6Gy_vs_0Gy	1
Pyroptosis	REACTOME_PYROPTOSIS	Other	None	0.353801169590643	0.738364055299539	0.123257226381337	-0.67065868263473	-1.10923295867096	2	IRF2, IRF1	6Gy_vs_0Gy	1
RAS signaling downstream of NF1 loss-of-function variants	REACTOME_RAS_SIGNALING_DOWNSTREAM_OF_NF1_LOSS_OF_FUNCTION_VARIANTS	Other	None	0.236734693877551	0.668601003764115	0.126253987849115	-0.886904761904762	-1.18211759361412	1	NF1	6Gy_vs_0Gy	1
Regulated Necrosis	REACTOME_REGULATED_NECROSIS	Other	None	0.353801169590643	0.738364055299539	0.123257226381337	-0.67065868263473	-1.10923295867096	2	IRF2, IRF1	6Gy_vs_0Gy	1
Regulation of expression of SLITs and ROBOs	REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	Other	None	0.0023379077136447	0.237297632934944	0.431707695803346	0.982035928143713	1.58252745962253	2	LHX9, HOXA2	6Gy_vs_0Gy	1
Regulation of HMOX1 expression and activity	REACTOME_REGULATION_OF_HMOX1_EXPRESSION_AND_ACTIVITY	Cellular Response to Stress	None	0.175510204081633	0.548131868131868	0.149207542435322	-0.916666666666667	-1.22178596923876	1	NFE2L2	6Gy_vs_0Gy	1
Regulation of IFNA/IFNB signaling	REACTOME_REGULATION_OF_IFNA_IFNB_SIGNALING	Cytokine Signalling Immune System	None	0.107003891050584	0.548131868131868	0.190023305279108	0.958333333333333	1.28059104440585	1	STAT1	6Gy_vs_0Gy	1
Regulation of IFNG signaling	REACTOME_REGULATION_OF_IFNG_SIGNALING	Cytokine Signalling Immune System	None	0.107003891050584	0.548131868131868	0.190023305279108	0.958333333333333	1.28059104440585	1	STAT1	6Gy_vs_0Gy	1
Regulation of innate immune responses to cytosolic DNA	REACTOME_REGULATION_OF_INNATE_IMMUNE_RESPONSES_TO_CYTOSOLIC_DNA	Innate Immune System	None	0.916326530612245	0.953919413919414	0.0506004243853618	-0.547619047619048	-0.729898111493283	1	IRF3	6Gy_vs_0Gy	1
Regulation of MITF-M-dependent genes involved in apoptosis	REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_APOPTOSIS	Other	None	0.317120622568093	0.723320071700258	0.103576326612592	0.845238095238095	1.12946539320268	1	MITF	6Gy_vs_0Gy	1
Regulation of MITF-M-dependent genes involved in cell cycle and proliferation	REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_CELL_CYCLE_AND_PROLIFERATION	Other	None	0.317120622568093	0.723320071700258	0.103576326612592	0.845238095238095	1.12946539320268	1	MITF	6Gy_vs_0Gy	1
Regulation of MITF-M-dependent genes involved in lysosome biogenesis and autophagy	REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_LYSOSOME_BIOGENESIS_AND_AUTOPHAGY	Other	None	0.317120622568093	0.723320071700258	0.103576326612592	0.845238095238095	1.12946539320268	1	MITF	6Gy_vs_0Gy	1
Regulation of MITF-M-dependent genes involved in pigmentation	REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_PIGMENTATION	Other	None	0.317120622568093	0.723320071700258	0.103576326612592	0.845238095238095	1.12946539320268	1	MITF	6Gy_vs_0Gy	1
Regulation of NFE2L2 gene expression	REACTOME_REGULATION_OF_NFE2L2_GENE_EXPRESSION	Cellular Response to Stress	None	0.175510204081633	0.548131868131868	0.149207542435322	-0.916666666666667	-1.22178596923876	1	NFE2L2	6Gy_vs_0Gy	1
Regulation of RAS by GAPs	REACTOME_REGULATION_OF_RAS_BY_GAPS	Signal Transduction	None	0.236734693877551	0.668601003764115	0.126253987849115	-0.886904761904762	-1.18211759361412	1	NF1	6Gy_vs_0Gy	1
Regulation of RUNX1 Expression and Activity	REACTOME_REGULATION_OF_RUNX1_EXPRESSION_AND_ACTIVITY	Gene Expression(Transcription)	None	0.451020408163265	0.738364055299539	0.0857844408075645	-0.773809523809524	-1.03137776624051	1	RUNX1	6Gy_vs_0Gy	1
